23,0,0,0,0,0,0,0,0,0.5,0.2,0.5
29,0,0,0,0,0,0,0,0.2,0,0,0.5
37,0,0,0,0,0,0,0,0.2,0.2,0,0.2
50,0,0,0,0,0,0,0,0.2,0.5,0.2,0.5
57,0,0,0,0,0,0,0,0.5,0,0.2,0
64,0,0,0,0,0,0,0,0.5,0.2,0,0.2
74,0,0,0,0,0,0,0,0.5,0.5,0,0.5
85,0,0,0,0,0,0,0.2,0,0,0.2,0.2
94,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2
100,0,0,0,0,0,0,0.2,0,0.5,0,0.2
111,0,0,0,0,0,0,0.2,0.2,0,0.2,0
119,0,0,0,0,0,0,0.2,0.2,0.2,0,0.5
128,0,0,0,0,0,0,0.2,0.2,0.5,0,0.5
136,0,0,0,0,0,0,0.2,0.5,0,0,0.2
144,0,0,0,0,0,0,0.2,0.5,0.2,0,0
150,0,0,0,0,0,0,0.2,0.5,0.2,0.5,0
158,0,0,0,0,0,0,0.2,0.5,0.5,0.2,0.5
166,0,0,0,0,0,0,0.5,0,0,0.2,0.2
174,0,0,0,0,0,0,0.5,0,0.2,0.2,0
181,0,0,0,0,0,0,0.5,0,0.5,0,0.2
189,0,0,0,0,0,0,0.5,0.2,0,0,0
197,0,0,0,0,0,0,0.5,0.2,0,0.5,0.5
206,0,0,0,0,0,0,0.5,0.2,0.2,0.5,0.5
214,0,0,0,0,0,0,0.5,0.2,0.5,0.5,0.2
222,0,0,0,0,0,0,0.5,0.5,0,0.5,0
230,0,0,0,0,0,0,0.5,0.5,0.2,0.2,0.5
237,0,0,0,0,0,0,0.5,0.5,0.5,0.2,0
248,0,0,0,0,0,0.2,0,0,0,0.2,0.5
257,0,0,0,0,0,0.2,0,0,0.2,0.2,0.5
266,0,0,0,0,0,0.2,0,0,0.5,0.2,0.5
272,0,0,0,0,0,0.2,0,0.2,0,0,0.5
284,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.5
291,0,0,0,0,0,0.2,0,0.2,0.5,0.2,0
297,0,0,0,0,0,0.2,0,0.5,0,0,0
305,0,0,0,0,0,0.2,0,0.5,0,0.5,0.5
313,0,0,0,0,0,0.2,0,0.5,0.2,0.5,0.2
322,0,0,0,0,0,0.2,0,0.5,0.5,0.5,0.2
338,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.5
346,0,0,0,0,0,0.2,0.2,0,0.5,0.2,0.2
354,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0
362,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0.5
370,0,0,0,0,0,0.2,0.2,0.2,0.5,0,0.2
376,0,0,0,0,0,0.2,0.2,0.2,0.5,0.5,0.2
