25,0,0,0,0,0,0,0,0,0.5,0.5,0.2
32,0,0,0,0,0,0,0,0.2,0,0.2,0.5
39,0,0,0,0,0,0,0,0.2,0.2,0.2,0
44,0,0,0,0,0,0,0,0.2,0.2,0.5,0.5
52,0,0,0,0,0,0,0,0.2,0.5,0.5,0.2
60,0,0,0,0,0,0,0,0.5,0,0.5,0
67,0,0,0,0,0,0,0,0.5,0.2,0.2,0.2
73,0,0,0,0,0,0,0,0.5,0.5,0,0.2
83,0,0,0,0,0,0,0.2,0,0,0,0.5
91,0,0,0,0,0,0,0.2,0,0.2,0,0.2
99,0,0,0,0,0,0,0.2,0,0.5,0,0
107,0,0,0,0,0,0,0.2,0,0.5,0.5,0.5
115,0,0,0,0,0,0,0.2,0.2,0,0.5,0.2
123,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0
132,0,0,0,0,0,0,0.2,0.2,0.5,0.5,0
142,0,0,0,0,0,0,0.2,0.5,0,0.5,0.2
151,0,0,0,0,0,0,0.2,0.5,0.2,0.5,0.2
159,0,0,0,0,0,0,0.2,0.5,0.5,0.5,0
168,0,0,0,0,0,0,0.5,0,0,0.5,0
176,0,0,0,0,0,0,0.5,0,0.2,0.2,0.5
184,0,0,0,0,0,0,0.5,0,0.5,0.2,0.2
194,0,0,0,0,0,0,0.5,0.2,0,0.2,0.5
202,0,0,0,0,0,0,0.5,0.2,0.2,0.2,0.2
210,0,0,0,0,0,0,0.5,0.2,0.5,0.2,0
217,0,0,0,0,0,0,0.5,0.5,0,0,0.2
224,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5
233,0,0,0,0,0,0,0.5,0.5,0.2,0.5,0.5
240,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0
250,0,0,0,0,0,0.2,0,0,0,0.5,0.2
258,0,0,0,0,0,0.2,0,0,0.2,0.5,0
262,0,0,0,0,0,0.2,0,0,0.5,0,0.2
273,0,0,0,0,0,0.2,0,0.2,0,0.2,0
281,0,0,0,0,0,0.2,0,0.2,0.2,0,0.5
289,0,0,0,0,0,0.2,0,0.2,0.5,0,0.2
299,0,0,0,0,0,0.2,0,0.5,0,0,0.5
309,0,0,0,0,0,0.2,0,0.5,0.2,0.2,0
314,0,0,0,0,0,0.2,0,0.5,0.2,0.5,0.5
321,0,0,0,0,0,0.2,0,0.5,0.5,0.5,0
329,0,0,0,0,0,0.2,0.2,0,0,0.2,0.5
