2,0,0,0,0,0,0,0,0,0,0.25,0.01,0
8,0,0,0,0,0,0,0,0,0.25,0.25,0.01,0
17,0,0,0,0,0,0,0,0.1,0.25,0.25,0.01,0
25,0,0,0,0,0,0,0,0.25,0.25,0.1,0.01,0
31,0,0,0,0,0,0,0.1,0,0.1,0.1,0.01,0
38,0,0,0,0,0,0,0.1,0.1,0,0.25,0.01,0
49,0,0,0,0,0,0,0.1,0.25,0.1,0.1,0.01,0
54,0,0,0,0,0,0.1,0,0,0,0,0.01,0
63,0,0,0,0,0,0.1,0,0.1,0,0,0.01,0
71,0,0,0,0,0,0.1,0,0.1,0.25,0.25,0.01,0
79,0,0,0,0,0,0.1,0,0.25,0.25,0.1,0.01,0
86,0,0,0,0,0,0.1,0.1,0,0.1,0.25,0.01,0
93,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0.01,0
101,0,0,0,0,0,0.1,0.1,0.25,0,0.25,0.01,0
109,0,0,0,0,0.1,0,0,0,0,0.1,0.01,0
117,0,0,0,0,0.1,0,0,0.1,0,0,0.01,0
125,0,0,0,0,0.1,0,0,0.1,0.25,0.25,0.01,0
133,0,0,0,0,0.1,0,0,0.25,0.25,0.1,0.01,0
141,0,0,0,0,0.1,0,0.1,0,0.25,0,0.01,0
149,0,0,0,0,0.1,0,0.1,0.1,0.1,0.25,0.01,0
157,0,0,0,0,0.1,0,0.1,0.25,0.1,0.1,0.01,0
165,0,0,0,0,0.1,0.1,0,0,0.1,0,0.01,0
173,0,0,0,0,0.1,0.1,0,0.1,0,0.25,0.01,0
181,0,0,0,0,0.1,0.1,0,0.25,0,0.1,0.01,0
189,0,0,0,0,0.1,0.1,0.1,0,0,0,0.01,0
195,0,0,0,0,0.1,0.1,0.1,0,0.25,0,0.01,0
203,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.25,0.01,0
211,0,0,0,0,0.1,0.1,0.1,0.25,0.1,0.1,0.01,0
219,0,0,0,0,0.25,0,0,0,0.1,0,0.01,0
227,0,0,0,0,0.25,0,0,0.1,0,0.25,0.01,0
236,0,0,0,0,0.25,0,0,0.25,0,0.25,0.01,0
244,0,0,0,0,0.25,0,0.1,0,0,0.1,0.01,0
254,0,0,0,0,0.25,0,0.1,0.1,0,0.25,0.01,0
264,0,0,0,0,0.25,0,0.1,0.25,0.1,0,0.01,0
271,0,0,0,0,0.25,0.1,0,0,0,0.1,0.01,0
279,0,0,0,0,0.25,0.1,0,0.1,0,0,0.01,0
287,0,0,0,0,0.25,0.1,0,0.1,0.25,0.25,0.01,0
295,0,0,0,0,0.25,0.1,0,0.25,0.25,0.1,0.01,0
303,0,0,0,0,0.25,0.1,0.1,0,0.25,0,0.01,0
311,0,0,0,0,0.25,0.1,0.1,0.1,0.1,0.25,0.01,0
319,0,0,0,0,0.25,0.1,0.1,0.25,0.1,0.1,0.01,0
327,0,0,0,0.1,0,0,0,0,0.1,0,0.01,0
335,0,0,0,0.1,0,0,0,0.1,0,0.25,0.01,0
344,0,0,0,0.1,0,0,0,0.25,0,0.25,0.01,0
353,0,0,0,0.1,0,0,0.1,0,0,0.25,0.01,0
362,0,0,0,0.1,0,0,0.1,0.1,0,0.25,0.01,0
370,0,0,0,0.1,0,0,0.1,0.25,0,0.1,0.01,0
378,0,0,0,0.1,0,0.1,0,0,0,0,0.01,0
386,0,0,0,0.1,0,0.1,0,0,0.25,0.25,0.01,0
396,0,0,0,0.1,0,0.1,0,0.25,0,0,0.01,0
401,0,0,0,0.1,0,0.1,0,0.25,0.1,0.25,0.01,0
410,0,0,0,0.1,0,0.1,0.1,0,0.1,0.25,0.01,0
418,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.01,0
426,0,0,0,0.1,0,0.1,0.1,0.25,0.1,0,0.01,0
432,0,0,0,0.1,0.1,0,0,0,0,0,0.01,0
439,0,0,0,0.1,0.1,0,0,0,0.25,0.1,0.01,0
448,0,0,0,0.1,0.1,0,0,0.1,0.25,0.1,0.01,0
456,0,0,0,0.1,0.1,0,0,0.25,0.25,0,0.01,0
464,0,0,0,0.1,0.1,0,0.1,0,0.1,0.25,0.01,0
472,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.01,0
480,0,0,0,0.1,0.1,0,0.1,0.25,0.1,0,0.01,0
488,0,0,0,0.1,0.1,0.1,0,0,0,0.25,0.01,0
496,0,0,0,0.1,0.1,0.1,0,0.1,0,0.1,0.01,0
503,0,0,0,0.1,0.1,0.1,0,0.1,0.25,0.25,0.01,0
512,0,0,0,0.1,0.1,0.1,0,0.25,0.25,0.25,0.01,0
522,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0.01,0
527,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.01,0
535,0,0,0,0.1,0.1,0.1,0.1,0.25,0.1,0.1,0.01,0
543,0,0,0,0.1,0.25,0,0,0,0.1,0,0.01,0
551,0,0,0,0.1,0.25,0,0,0.1,0,0.25,0.01,0
558,0,0,0,0.1,0.25,0,0,0.25,0,0,0.01,0
567,0,0,0,0.1,0.25,0,0.1,0,0,0,0.01,0
572,0,0,0,0.1,0.25,0,0.1,0,0.1,0.25,0.01,0
580,0,0,0,0.1,0.25,0,0.1,0.1,0.1,0.1,0.01,0
588,0,0,0,0.1,0.25,0,0.1,0.25,0.1,0,0.01,0
593,0,0,0,0.1,0.25,0,0.1,0.25,0.25,0.25,0.01,0
601,0,0,0,0.1,0.25,0.1,0,0,0.25,0.1,0.01,0
611,0,0,0,0.1,0.25,0.1,0,0.1,0.25,0.25,0.01,0
620,0,0,0,0.1,0.25,0.1,0,0.25,0.25,0.25,0.01,0
630,0,0,0,0.1,0.25,0.1,0.1,0.1,0,0,0.01,0
635,0,0,0,0.1,0.25,0.1,0.1,0.1,0.1,0.25,0.01,0
643,0,0,0,0.1,0.25,0.1,0.1,0.25,0.1,0.1,0.01,0
650,0,0,0,0.25,0,0,0,0,0,0.25,0.01,0
